longitude,latitude,hour,dayofweek
-71.16258573480954,42.353063977058696,9,1
-71.0908130184478,42.39037483003213,9,1
-71.04081898486278,42.29277279553824,9,1
-71.0641377,42.340076,9,1
-71.08819811611538,42.372190249191945,9,1
-71.10106777406399,42.391904317813356,9,1
127.04467919999999,37.5019304,9,1
-71.00955999999996,42.365613,9,1
-71.11607359999999,42.3641526,9,1
-71.04708409999999,42.3514072,9,1
-71.080959,42.386116699999995,10,1
-71.09286029999998,42.35704390000001,10,1
-71.10569094839498,42.33215261180241,10,1
-71.10569094839498,42.33215261180241,10,1
-71.10656299179382,42.344889258688895,10,1
-104.990251,39.7392358,10,1
-71.10755,42.310337,10,1
-71.1655305,42.363407699999996,10,1
-71.11554890000002,42.3500089,10,1
-71.12809113227314,42.397700513406534,10,1
-71.14362129999999,42.3600475,0,1
-71.08097570000001,42.35026480000001,0,1
-71.10256586626467,42.31908391488748,0,1
-71.15647289999998,42.4153925,0,1
-71.04587939999999,42.3531233,1,1
-71.0676559,42.3429248,0,1
-71.04587939999999,42.3531233,1,1
-71.1403785,42.3428789,3,1
-71.1027716,42.3337532,13,1
-71.1337112,42.3539038,13,1
-71.12203769999999,42.374819099999996,13,1
-71.09009709999998,42.3628741,13,1
-71.11711846459755,42.372726030291595,13,1
-71.10270146999997,42.37190855999999,13,1
-71.08617600000002,42.362491,13,1
-71.1843543,42.3653524,14,1
-71.12364120000001,42.3725902,14,1
-71.0550663,42.3574875,13,1
-71.11721894710429,42.37456681210769,14,1
-71.27432613687334,42.297954028570544,21,0
-71.01963445903925,42.36154555554912,21,0
-71.09317551083574,42.37561157437303,22,0
-71.1287992,42.2861215,23,0
-71.04587939999999,42.3531233,23,0
-71.0851626,42.3469416,23,0
-71.1287992,42.2861215,23,0
-71.05391299999997,42.3643141,23,0
-71.1169651,42.374412,23,0
-71.05571959999997,42.4326041,20,0
-71.04587939999999,42.3531233,20,0
-71.23561130000002,42.3764852,20,0
-71.23561130000002,42.3764852,20,0
-71.23561130000002,42.3764852,20,0
-73.7889689,40.6433507,20,0
-71.13346994292476,42.34873378536543,20,0
-71.08306437943831,42.37181572767233,20,0
-71.00955999999996,42.365613,20,0
-71.08306437943831,42.37181572767233,20,0
-71.05618390000001,42.3584294,20,0
-71.13493917361951,42.354191299680544,20,0
-71.0654629,42.350888,20,0
-71.04587939999999,42.3531233,20,0
-71.10908419999998,42.3804901,20,0
-71.12355389999999,42.380714499999996,21,0
-71.1265068,42.3503268,21,0
-71.1182543,42.3732888,21,0
-71.0913631,42.372219799999996,21,0
-71.08840359999999,42.3930959,12,1
-71.06323700000002,42.2896485,12,1
